time_fs,population_site_1,population_site_2,population_site_3,population_site_4,population_site_5,population_site_6,population_site_7,coherences,pop_site1_broadband,coherence_broadband
2.6500000000e+01,4.1915925709e-04,4.8624923800e-03,3.9885580650e-01,5.0720721139e-01,4.4944947019e-02,7.7801095554e-04,4.2932372497e-02,2.5259952086e+00,1.7198648678e-01,4.9458367773e+00
2.7000000000e+01,4.3742946529e-04,4.8921448314e-03,4.0476049852e-01,5.0161995717e-01,4.4941083844e-02,7.6588146779e-04,4.2583004704e-02,2.5271697318e+00,1.7006646941e-01,4.9424132504e+00
2.7500000000e+01,4.5420372912e-04,4.9447814238e-03,4.0533120165e-01,5.0092859709e-01,4.5219935654e-02,7.5572938386e-04,4.2365551069e-02,2.5281255801e+00,1.6716346156e-01,4.9359388222e+00
2.8000000000e+01,4.6722336448e-04,5.0118822389e-03,4.0443895630e-01,5.0223824513e-01,4.5166350883e-02,7.4133353939e-04,4.1936008537e-02,2.5261516476e+00,1.6312367545e-01,4.9290755201e+00
2.8500000000e+01,4.8584356789e-04,5.1127707149e-03,4.0379206433e-01,5.0293981491e-01,4.5472509019e-02,7.3743633214e-04,4.1459561123e-02,2.5274693216e+00,1.6029794127e-01,4.9263695428e+00
2.9000000000e+01,5.0381999281e-04,5.1913453400e-03,4.0115791232e-01,5.0576537207e-01,4.5710501249e-02,7.1995576740e-04,4.0951093269e-02,2.5265867969e+00,1.5745532047e-01,4.9174706514e+00
2.9500000000e+01,5.2430023227e-04,5.3239725914e-03,4.0325112260e-01,5.0396174947e-01,4.5643824845e-02,7.0126525112e-04,4.0593765012e-02,2.5278918353e+00,1.5495605977e-01,4.9096823639e+00
3.0000000000e+01,5.4500802844e-04,5.4028265718e-03,4.0115465961e-01,5.0636279897e-01,4.5732893283e-02,6.8443363012e-04,4.0117379910e-02,2.5260087704e+00,1.5231298031e-01,4.8981207486e+00
3.0500000000e+01,5.6069634528e-04,5.4371775042e-03,4.0203586500e-01,5.0575113650e-01,4.5633751891e-02,6.6721683793e-04,3.9914155916e-02,2.5240006915e+00,1.4840641273e-01,4.8816554548e+00
3.1000000000e+01,5.8108193409e-04,5.5556662018e-03,4.0310724900e-01,5.0463584266e-01,4.5749373161e-02,6.5747489526e-04,3.9713312147e-02,2.5259641680e+00,1.4523341016e-01,4.8699363500e+00
3.1500000000e+01,5.9848380873e-04,5.6312346365e-03,4.0573956441e-01,5.0108789801e-01,4.6462885837e-02,6.4817995764e-04,3.9831753339e-02,2.5318856559e+00,1.4117347410e-01,4.8543819440e+00
3.2000000000e+01,6.2059948090e-04,5.7045269055e-03,4.0684207808e-01,5.0014503805e-01,4.6279611271e-02,6.3589898826e-04,3.9772247219e-02,2.5329800715e+00,1.3833192299e-01,4.8355064046e+00
3.2500000000e+01,6.4112581710e-04,5.8111467153e-03,4.0926427692e-01,4.9740210984e-01,4.6462372479e-02,6.2416399395e-04,3.9794804237e-02,2.5384435527e+00,1.3477281790e-01,4.8201111613e+00
3.3000000000e+01,6.6134069354e-04,5.9038318981e-03,4.1247098055e-01,4.9365212167e-01,4.6787871294e-02,6.1026185772e-04,3.9913592037e-02,2.5456596547e+00,1.3135554444e-01,4.8046417274e+00
