time_fs,pop_site1_L9,pop_site2_L9,pop_site1_L10,pop_site2_L10,pop_site1_L11,pop_site2_L11
109.5,0.9330868322719492,0.06691316772805114,0.9330868319442759,0.06691316805572405,0.9330868319622126,0.06691316803778762
110.0,0.9359652924657992,0.0640347075342008,0.9359652921252466,0.06403470787475352,0.9359652921442068,0.06403470785579307
110.5,0.9387864805718638,0.061213519428136576,0.938786480220517,0.06121351977948344,0.9387864802404206,0.06121351975957948
111.0,0.9413035228025607,0.05869647719743936,0.9413035224416803,0.05869647755831943,0.9413035224624926,0.05869647753750761
111.5,0.9434735924131437,0.056526407586856016,0.9434735920440958,0.056526407955904204,0.9434735920657741,0.05652640793422558
112.0,0.945526276364292,0.05447372363570767,0.9455262759903287,0.05447372400967124,0.945526276012721,0.05447372398727887
112.5,0.9474080078352685,0.05259199216473142,0.9474080074600225,0.0525919925399774,0.9474080074829485,0.05259199251705157
113.0,0.9491869888811515,0.05081301111884869,0.9491869885095,0.0508130114904997,0.9491869885326975,0.05081301146730241
113.5,0.9508280060339241,0.04917199396607601,0.9508280056713736,0.04917199432862677,0.9508280056945326,0.04917199430546741
114.0,0.9521600446288188,0.04783995537118124,0.9521600442806398,0.04783995571936008,0.9521600443034596,0.04783995569654059
114.5,0.9531711238352524,0.04682887616474771,0.953171123507772,0.04682887649222801,0.9531711235298765,0.04682887647012377
115.0,0.9539182937404623,0.04608170625953767,0.9539182934417867,0.04608170655821331,0.9539182934626756,0.04608170653732455
115.5,0.9543827909152358,0.0456172090847644,0.9543827906550043,0.04561720934499571,0.9543827906740647,0.04561720932593527
116.0,0.9545558072392115,0.04544419276078855,0.9545558070290044,0.04544419297099581,0.9545558070454798,0.04544419295452024
116.5,0.954508271155767,0.045491728844233054,0.9545082710097834,0.04549172899021669,0.9545082710227173,0.04549172897728262
117.0,0.9541570860864839,0.0458429139135164,0.9541570860212869,0.04584291397871325,0.9541570860295404,0.04584291397045979
117.5,0.9534125511735637,0.046587448826436235,0.953412551209055,0.04658744879094494,0.9534125512112368,0.046587448788763364
118.0,0.9524320372431343,0.0475679627568659,0.9524320374031877,0.047567962596812015,0.9524320373975775,0.04756796260242267
